fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
7760;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  J N  Bakker en Zn;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7761;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  P G  Huigsloot en Zn;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7762;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;firma J  Loos   Zn  C V;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7763;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;H J  van Eeden;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7764;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;J W   R H J  en C M E  van der Meer;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7765;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Jadels Flowers;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7766;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Join   Joy Tulips;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7767;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij Punthuis;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7768;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Matoco Flowers B V;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7769;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Tuinbouwbedrijf Jan van der Salm BV;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7770;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Zwettulips B V;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7771;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;V O F  L J  Noordam;Glastuinbouw;;0.0;;Optie B;LT;103775;465317;POINT(103775 465317);0.0;0.7;0.3;30
7772;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  A J  van der Zwet   Zn;Glastuinbouw;;0.0;;Optie B;LT;104138;468492;POINT(104138 468492);0.0;0.7;0.3;30
7773;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;R C M  Hoogenboom;Glastuinbouw;;0.0;;Optie B;LT;104138;468492;POINT(104138 468492);0.0;0.7;0.3;30
7774;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_849;GemaalWarmte;;0.0;;Optie B;LT;104152;467900;POINT(104152 467900);0.0;0.7;0.3;30
7775;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij L S W   Kompier;Glastuinbouw;;0.0;;Optie B;LT;104420;470457;POINT(104420 470457);0.0;0.7;0.3;30
7776;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Bloemkwekerij Salman;Glastuinbouw;;0.0;;Optie B;LT;104420;470457;POINT(104420 470457);0.0;0.7;0.3;30
7777;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kebra;Glastuinbouw;;0.0;;Optie B;LT;104420;470457;POINT(104420 470457);0.0;0.7;0.3;30
7778;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Maatschap Van der Hulst Koot;Glastuinbouw;;0.0;;Optie B;LT;104420;470457;POINT(104420 470457);0.0;0.7;0.3;30
7779;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Ruiten  C A A  van;Glastuinbouw;;0.0;;Optie B;LT;104420;470457;POINT(104420 470457);0.0;0.7;0.3;30
7780;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_55;GemaalWarmte;;0.0;;Optie B;LT;104579;467439;POINT(104579 467439);0.0;0.7;0.3;30
7781;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_830;GemaalWarmte;;0.0;;Optie B;LT;104852;470700;POINT(104852 470700);0.0;0.7;0.3;30
7782;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_844;GemaalWarmte;;0.0;;Optie B;LT;105452;469100;POINT(105452 469100);0.0;0.7;0.3;30
7783;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Sushi Ran BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;106834;470870;POINT(106834 470870);24.0;0.7;0.3;30
7784;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Onbekend slachthuis 8;Slachthuis;;3.0;;Optie B;LT;106834;470870;POINT(106834 470870);3.0;0.7;0.3;30
7785;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;A A C  Obdeijn;Glastuinbouw;;0.0;;Optie B;LT;107042;470690;POINT(107042 470690);0.0;0.7;0.3;30
7786;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_834;GemaalWarmte;;0.0;;Optie B;LT;108252;470300;POINT(108252 470300);0.0;0.7;0.3;30
7787;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_839;GemaalWarmte;;0.0;;Optie B;LT;108752;469900;POINT(108752 469900);0.0;0.7;0.3;30
7788;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;G W  Van Der Jagt   Zn  B V;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7789;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;A M  van den Berg;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7790;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;De Koning;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7791;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Gebr  H    C  Hoogeveen;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7792;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Jan van Paridon Bloemen BV;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7793;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;N G P Warmerdam;Glastuinbouw;;0.0;;Optie B;LT;109033;471831;POINT(109033 471831);0.0;0.7;0.3;30
7794;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1060;GemaalWarmte;;0.0;;Optie B;LT;97652;444100;POINT(97652 444100);0.0;0.7;0.3;30
7795;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1026;GemaalWarmte;;4.0;;Optie B;LT;97752;446300;POINT(97752 446300);4.0;0.7;0.3;30
7796;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_989;GemaalWarmte;;0.0;;Optie B;LT;98252;449400;POINT(98252 449400);0.0;0.7;0.3;30
7797;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_976;GemaalWarmte;;0.0;;Optie B;LT;98452;451100;POINT(98452 451100);0.0;0.7;0.3;30
7798;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_990;GemaalWarmte;;0.0;;Optie B;LT;98652;449400;POINT(98652 449400);0.0;0.7;0.3;30
7799;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_87;GemaalWarmte;;0.0;;Optie B;LT;98719;443806;POINT(98719 443806);0.0;0.7;0.3;30
7800;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;VOF Dick Pak;Supermarkt;;0.02;;Optie B;LT;99325;450953;POINT(99325 450953);0.02;0.7;0.3;30
7801;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Supermarkt Van Keppel BV;Supermarkt;;0.06;;Optie B;LT;99547;447490;POINT(99547 447490);0.06;0.7;0.3;30
7802;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Bergbanket BV;Voedingsmiddelen_dranken_tabak;;0.18;;Optie B;LT;100075;450700;POINT(100075 450700);0.18;0.7;0.3;30
7803;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Ajuin BV;KoelVries;;2.0;;Optie B;LT;100742;451036;POINT(100742 451036);2.0;0.7;0.3;30
7804;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1097;GemaalWarmte;;0.0;;Optie B;LT;101052;440400;POINT(101052 440400);0.0;0.7;0.3;30
7805;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Plus Wensveen;Supermarkt;;0.02;;Optie B;LT;101389;442230;POINT(101389 442230);0.02;0.7;0.3;30
7806;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Onbekend slachthuis 743;Slachthuis;;3.0;;Optie B;LT;101518;443391;POINT(101518 443391);3.0;0.7;0.3;30
7807;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1038;GemaalWarmte;;3.0;;Optie B;LT;101552;445400;POINT(101552 445400);3.0;0.7;0.3;30
7808;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Onbekend slachthuis 745;Slachthuis;;3.0;;Optie B;LT;102127;441154;POINT(102127 441154);3.0;0.7;0.3;30
7809;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;Albert Heijn BV;Supermarkt;;0.12;;Optie B;LT;102182;442499;POINT(102182 442499);0.12;0.7;0.3;30
7810;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1111;GemaalWarmte;;0.0;;Optie B;LT;102252;438900;POINT(102252 438900);0.0;0.7;0.3;30
7811;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1057;GemaalWarmte;;3.0;;Optie B;LT;102552;444200;POINT(102552 444200);3.0;0.7;0.3;30
7812;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1067;GemaalWarmte;;0.0;;Optie B;LT;104452;443500;POINT(104452 443500);0.0;0.7;0.3;30
7813;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;W_Gemaal_1064;GemaalWarmte;;0.0;;Optie B;LT;104752;443700;POINT(104752 443700);0.0;0.7;0.3;30
7814;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;SBIT Automatiseringsdiensten BV;Dienstverlening_Informatie;;0.87;;Optie B;LT;105345;448119;POINT(105345 448119);0.87;0.7;0.3;50
7815;Zuid-Holla;Zuidplas;GM1892;Midden-Hol;ES22;De Banketgroep BV;Bakkerij;;0.11;;Optie B;LT;106096;445041;POINT(106096 445041);0.11;0.7;0.3;30
7816;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_969;GemaalWarmte;;4.0;;Optie B;LT;106552;451700;POINT(106552 451700);4.0;0.7;0.3;30
7817;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Gordijnenwasserij  De  REEUWIJK;Wasserij;;2.0;;Optie B;LT;109104;450510;POINT(109104 450510);2.0;0.7;0.3;30
7818;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Supermarkt W  Koster BV;Supermarkt;;0.06;;Optie B;LT;109653;451015;POINT(109653 451015);0.06;0.7;0.3;30
7819;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Kaashandel Noordhoek VOF;Voedingsmiddelen_dranken_tabak;;1.11;;Optie B;LT;110275;455894;POINT(110275 455894);1.11;0.7;0.3;30
7820;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_937;GemaalWarmte;;0.0;;Optie B;LT;110352;455300;POINT(110352 455300);0.0;0.7;0.3;30
7821;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Refresco Benelux BV;voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;110933;453774;POINT(110933 453774);24.0;0.7;0.3;30
7822;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Langerak Supermarkt Raadhuisplein BV;Supermarkt;;0.25;;Optie B;LT;111083;455564;POINT(111083 455564);0.25;0.7;0.3;30
7823;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Echte Bakker Ko van Daalen BV;Bakkerij;;0.05;;Optie B;LT;111105;455264;POINT(111105 455264);0.05;0.7;0.3;30
7824;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Langerak Supermarkt Broekvelden BV;Supermarkt;;0.02;;Optie B;LT;111394;454471;POINT(111394 454471);0.02;0.7;0.3;30
7825;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_86;GemaalWarmte;;0.0;;Optie B;LT;111649;451227;POINT(111649 451227);0.0;0.7;0.3;30
7826;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;La Ban Foods BV;Voedingsmiddelen_dranken_tabak;;0.48;;Optie B;LT;111988;453932;POINT(111988 453932);0.48;0.7;0.3;30
7827;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_939;GemaalWarmte;;0.0;;Optie B;LT;113152;455100;POINT(113152 455100);0.0;0.7;0.3;30
7828;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_978;GemaalWarmte;;0.0;;Optie B;LT;113552;450500;POINT(113552 450500);0.0;0.7;0.3;30
7829;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_956;GemaalWarmte;;0.0;;Optie B;LT;113652;453600;POINT(113652 453600);0.0;0.7;0.3;30
7830;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_934;GemaalWarmte;;0.0;;Optie B;LT;113852;455600;POINT(113852 455600);0.0;0.7;0.3;30
7831;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Patrick   Peter s Dagwinkel;Supermarkt;;0.02;;Optie B;LT;114475;450785;POINT(114475 450785);0.02;0.7;0.3;30
7832;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;W_Gemaal_970;GemaalWarmte;;0.0;;Optie B;LT;114752;451700;POINT(114752 451700);0.0;0.7;0.3;30
7833;Zuid-Holla;Bodegraven-Reeuwijk;GM1901;Midden-Hol;ES22;Fa  J  Hoogendoorn en Zn;Supermarkt;;0.12;;Optie B;LT;116029;452730;POINT(116029 452730);0.12;0.7;0.3;30
7834;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_949;GemaalWarmte;;2.0;;Optie B;LT;84352;454200;POINT(84352 454200);2.0;0.7;0.3;30
7835;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Jumbo Supermarkten BV;Supermarkt;;0.25;;Optie B;LT;84477;454635;POINT(84477 454635);0.25;0.7;0.3;30
7836;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Albert Heijn BV;Supermarkt;;0.12;;Optie B;LT;84543;454645;POINT(84543 454645);0.12;0.7;0.3;30
7837;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Albert Heijn BV;Supermarkt;;0.12;;Optie B;LT;84577;453777;POINT(84577 453777);0.12;0.7;0.3;30
7838;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;LipsPlus Voorburg B V   VOORBURG;Wasserij;;2.0;;Optie B;LT;84697;455624;POINT(84697 455624);2.0;0.7;0.3;30
7839;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Albert Heijn BV;Supermarkt;;0.12;;Optie B;LT;84733;453775;POINT(84733 453775);0.12;0.7;0.3;30
7840;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Bays Retail BV;Bakkerij;;0.05;;Optie B;LT;84796;453685;POINT(84796 453685);0.05;0.7;0.3;30
7841;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Hoogvliet BV;Supermarkt;;0.12;;Optie B;LT;84867;455197;POINT(84867 455197);0.12;0.7;0.3;30
7842;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Hoogvliet BV;Supermarkt;;0.06;;Optie B;LT;84915;453783;POINT(84915 453783);0.06;0.7;0.3;30
7843;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Hoogvliet BV;Supermarkt;;0.06;;Optie B;LT;85478;455756;POINT(85478 455756);0.06;0.7;0.3;30
7844;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Albert Heijn BV;Supermarkt;;0.58;;Optie B;LT;86170;455936;POINT(86170 455936);0.58;0.7;0.3;30
7845;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Jumbo Supermarkten BV;Supermarkt;;0.25;;Optie B;LT;86189;456258;POINT(86189 456258);0.25;0.7;0.3;30
7846;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_945;GemaalWarmte;;3.0;;Optie B;LT;86552;454400;POINT(86552 454400);3.0;0.7;0.3;30
7847;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_938;GemaalWarmte;;3.0;;Optie B;LT;87052;455100;POINT(87052 455100);3.0;0.7;0.3;30
7848;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Banketbakkerij en Chocolaterie Wesseling;Bakkerij;;0.02;;Optie B;LT;87090;455311;POINT(87090 455311);0.02;0.7;0.3;30
7849;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Hoogvliet BV;Supermarkt;;0.06;;Optie B;LT;87202;455187;POINT(87202 455187);0.06;0.7;0.3;30
7850;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;Plus Prinsenhof;Supermarkt;;0.06;;Optie B;LT;87534;457085;POINT(87534 457085);0.06;0.7;0.3;30
7851;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_943;GemaalWarmte;;3.0;;Optie B;LT;87852;454800;POINT(87852 454800);3.0;0.7;0.3;30
7852;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_925;GemaalWarmte;;3.0;;Optie B;LT;88052;456200;POINT(88052 456200);3.0;0.7;0.3;30
7853;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_70;GemaalWarmte;;3.0;;Optie B;LT;90486;458099;POINT(90486 458099);3.0;0.7;0.3;30
7854;Zuid-Holla;Leidschendam-Voorburg;GM1916;Rotterdam/;ES23;W_Gemaal_921;GemaalWarmte;;0.0;;Optie B;LT;92852;456600;POINT(92852 456600);0.0;0.7;0.3;30
7855;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1237;GemaalWarmte;;0.0;;Optie B;LT;51652;423900;POINT(51652 423900);0.0;0.7;0.3;30
7856;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;M  de Berg h o  Albert Heijn;Supermarkt;;0.25;;Optie B;LT;54805;425520;POINT(54805 425520);0.25;0.7;0.3;30
7857;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;C A  Sperling t h o d n  Jumbo Sperling;Supermarkt;;0.12;;Optie B;LT;54952;425895;POINT(54952 425895);0.12;0.7;0.3;30
7858;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Echte Bakker Akershoek;Bakkerij;;0.05;;Optie B;LT;55032;425538;POINT(55032 425538);0.05;0.7;0.3;30
7859;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1219;GemaalWarmte;;0.0;;Optie B;LT;56952;426100;POINT(56952 426100);0.0;0.7;0.3;30
7860;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Plus Tessemaker BV;Supermarkt;;0.25;;Optie B;LT;61092;425042;POINT(61092 425042);0.25;0.7;0.3;30
7861;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1228;GemaalWarmte;;0.0;;Optie B;LT;61452;424900;POINT(61452 424900);0.0;0.7;0.3;30
7862;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Cakebakkerij Van der Spoel BV;Voedingsmiddelen_dranken_tabak;;0.02;;Optie B;LT;61821;426431;POINT(61821 426431);0.02;0.7;0.3;30
7863;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1265;GemaalWarmte;;0.0;;Optie B;LT;63252;419500;POINT(63252 419500);0.0;0.7;0.3;30
7864;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Bakkerij Van Harberden;Bakkerij;;0.05;;Optie B;LT;64053;421148;POINT(64053 421148);0.05;0.7;0.3;30
7865;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Poppies Nederland BV;Voedingsmiddelen_dranken_tabak;;0.09;;Optie B;LT;64084;421304;POINT(64084 421304);0.09;0.7;0.3;30
7866;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1303;GemaalWarmte;;0.0;;Optie B;LT;65052;414200;POINT(65052 414200);0.0;0.7;0.3;30
7867;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1286;GemaalWarmte;;0.0;;Optie B;LT;65352;416500;POINT(65352 416500);0.0;0.7;0.3;30
7868;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1230;GemaalWarmte;;0.0;;Optie B;LT;65552;424700;POINT(65552 424700);0.0;0.7;0.3;30
7869;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Brood  en Banketbakkersbedrijf De Visser VOF;Bakkerij;;0.02;;Optie B;LT;66271;418471;POINT(66271 418471);0.02;0.7;0.3;30
7870;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1269;GemaalWarmte;;4.0;;Optie B;LT;66352;419300;POINT(66352 419300);4.0;0.7;0.3;30
7871;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1252;GemaalWarmte;;4.0;;Optie B;LT;66552;420700;POINT(66552 420700);4.0;0.7;0.3;30
7872;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1254;GemaalWarmte;;4.0;;Optie B;LT;66652;420500;POINT(66652 420500);4.0;0.7;0.3;30
7873;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1244;GemaalWarmte;;0.0;;Optie B;LT;67452;422800;POINT(67452 422800);0.0;0.7;0.3;30
7874;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1240;GemaalWarmte;;0.0;;Optie B;LT;67452;423500;POINT(67452 423500);0.0;0.7;0.3;30
7875;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1309;GemaalWarmte;;0.0;;Optie B;LT;68052;413900;POINT(68052 413900);0.0;0.7;0.3;30
7876;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Albert Heijn BV;Supermarkt;;0.25;;Optie B;LT;69646;419303;POINT(69646 419303);0.25;0.7;0.3;30
7877;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Albert Heijn BV;Supermarkt;;0.06;;Optie B;LT;69964;419854;POINT(69964 419854);0.06;0.7;0.3;30
7878;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;VOF J H  Klapmuts;Supermarkt;;0.02;;Optie B;LT;70402;414795;POINT(70402 414795);0.02;0.7;0.3;30
7879;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Slingerland Plusmarkt Middelharnis BV;Supermarkt;;0.12;;Optie B;LT;70546;419677;POINT(70546 419677);0.12;0.7;0.3;30
7880;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Agrimarkt BV;Supermarkt;;0.12;;Optie B;LT;70603;418786;POINT(70603 418786);0.12;0.7;0.3;30
7881;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Firma Banketbakkerij Van Helden;Bakkerij;;0.02;;Optie B;LT;70605;419732;POINT(70605 419732);0.02;0.7;0.3;30
7882;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1289;GemaalWarmte;;0.0;;Optie B;LT;70852;415700;POINT(70852 415700);0.0;0.7;0.3;30
7883;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;LIDL Nederland GmbH;Supermarkt;;0.06;;Optie B;LT;71159;418977;POINT(71159 418977);0.06;0.7;0.3;30
7884;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Banketbakkerij Maris BV;Voedingsmiddelen_dranken_tabak;;0.02;;Optie B;LT;72473;419801;POINT(72473 419801);0.02;0.7;0.3;30
7885;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Maitre Andre BV;Voedingsmiddelen_dranken_tabak;;0.74;;Optie B;LT;73646;412894;POINT(73646 412894);0.74;0.7;0.3;30
7886;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Onbekend slachthuis 242;Slachthuis;;3.0;;Optie B;LT;73646;412900;POINT(73646 412900);3.0;0.7;0.3;30
7887;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Aldi;Supermarkt;;0.02;;Optie B;LT;73788;411857;POINT(73788 411857);0.02;0.7;0.3;30
7888;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;Albert Heijn BV;Supermarkt;;0.06;;Optie B;LT;73794;411879;POINT(73794 411879);0.06;0.7;0.3;30
7889;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1270;GemaalWarmte;;0.0;;Optie B;LT;74152;419300;POINT(74152 419300);0.0;0.7;0.3;30
7890;Zuid-Holla;Goeree-Overflakkee;GM1924;Goeree-Ove;ES19;W_Gemaal_1321;GemaalWarmte;;0.0;;Optie B;LT;74652;412300;POINT(74652 412300);0.0;0.7;0.3;30
