fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
165;Gelderland;Zaltbommel;GM0297;Fruitdelta;ES11;SACHEM Europe BV;;;0.0;;Optie B;MT;146450;423280;POINT(146450 423280);3.0;;;
166;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Wienerberger Steenfabriek Kijfwaard West;;;0.0;;Optie B;MT;200098;432128;POINT(200098 432128);3.0;;;
167;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Wienerberger Steenfabriek Kijfwaard Oost;;;0.0;;Optie B;MT;201171;431942;POINT(201171 431942);3.0;;;
168;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;JAZO Zevenaar BV;;;0.0;;Optie B;MT;201642;437257;POINT(201642 437257);3.0;;;
169;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Waalsteenfabriek De Bylandt BV;;;0.0;;Optie B;MT;202243;430959;POINT(202243 430959);3.0;;;
170;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Gasunie Zweekhorst;;;0.0;;Optie B;MT;202845;441955;POINT(202845 441955);3.0;;;
171;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Compaxo Vlees Zevenaar BV;;;0.0;;Optie B;MT;203400;438700;POINT(203400 438700);3.0;;;
172;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Scheepswerf De Hoop BV;;;0.0;;Optie B;MT;203900;429800;POINT(203900 429800);3.0;;;
173;Gelderland;Zevenaar;GM0299;Arnhem/Nij;ES08;Steenfabriek Spijk BV;;;0.0;;Optie B;MT;208038;429053;POINT(208038 429053);3.0;;;
174;Gelderland;Zutphen;GM0301;Cleantech;ES12;GMB Slibverwerking Zutphen BV;;;0.0;;Optie B;MT;210294;463909;POINT(210294 463909);3.0;;;
175;Gelderland;Zutphen;GM0301;Cleantech;ES12;Aurubis Netherlands BV;;;0.0;;Optie B;MT;211100;463650;POINT(211100 463650);3.0;;;
176;Gelderland;Nunspeet;GM0302;Noord-Velu;ES10;Stichting Mestverwerking Gelderland SMG KGBI Elspeet;;;0.0;;Optie B;MT;180881;475989;POINT(180881 475989);3.0;;;
177;Gelderland;Nunspeet;GM0302;Noord-Velu;ES10;Nestle Nederland BV Nunspeet;;;0.0;;Optie B;MT;182480;488580;POINT(182480 488580);3.0;;;
178;Gelderland;Oude IJsselstreek;GM1509;Achterhoek;ES07;Ulamo;;;0.0;;Optie B;MT;222200;435430;POINT(222200 435430);3.0;;;
179;Gelderland;Oude IJsselstreek;GM1509;Achterhoek;ES07;Lovink Technocast BV;;;0.0;;Optie B;MT;223000;437300;POINT(223000 437300);3.0;;;
180;Gelderland;Oude IJsselstreek;GM1509;Achterhoek;ES07;Exploitatiemaatschappij J ter Horst BV;;;0.0;;Optie B;MT;229581;439468;POINT(229581 439468);3.0;;;
181;Gelderland;Overbetuwe;GM1734;Arnhem/Nij;ES08;Wienerberger Steenfabriek Heteren;;;0.0;;Optie B;MT;179550;442300;POINT(179550 442300);3.0;;;
182;Gelderland;Overbetuwe;GM1734;Arnhem/Nij;ES08;Potentiele geothermie locatie 1 - Slochteren excl WP;Geothermie;;5.8;;Optie B;MT;183684;432829;POINT(183684 432829);5.8;;;
183;Gelderland;Overbetuwe;GM1734;Arnhem/Nij;ES08;Potentiele geothermie locatie 6 - Slochteren excl. WP;Geothermie;;6.5;;Optie B;MT;185198;437491;POINT(185198 437491);6.5;;;
184;Gelderland;Overbetuwe;GM1734;Arnhem/Nij;ES08;Potentiele geothermie locatie 3 - Hoofd Bontzandsteen;Geothermie;;6.3;;Optie B;MT;186197;438684;POINT(186197 438684);6.3;;;
185;Gelderland;Overbetuwe;GM1734;Arnhem/Nij;ES08;HJ Heinz Holding BV;;;0.0;;Optie B;MT;187100;436150;POINT(187100 436150);3.0;;;
186;Gelderland;Neder-Betuwe;GM1740;Fruitdelta;ES11;Wienerberger Steenfabriek Schipperswaard;;;0.0;;Optie B;MT;161250;433720;POINT(161250 433720);3.0;;;
187;Gelderland;Neder-Betuwe;GM1740;Fruitdelta;ES11;Recticel  BV Kesteren;;;0.0;;Optie B;MT;168800;438250;POINT(168800 438250);3.0;;;
486;Utrecht;Utrecht;GM0344;U16;ES14;Nedal;Industrie;;1.0;;Optie B;MT;133824;454778;POINT(133824 454778);1.0;;;
188;Gelderland;Neder-Betuwe;GM1740;Fruitdelta;ES11;Wienerberger Steenfabriek de Wolfswaard;;;0.0;;Optie B;MT;173530;440320;POINT(173530 440320);3.0;;;
189;Gelderland;Berkelland;GM1859;Achterhoek;ES07;FrieslandCampina Domo Borculo;Industrie;;0.0;;Optie B;MT;233150;459540;POINT(233150 459540);3.0;;;
190;Gelderland;Bronckhorst;GM1876;Achterhoek;ES07;Aviko BV;;;0.0;;Optie B;MT;210103;453484;POINT(210103 453484);3.0;;;
191;Gelderland;Bronckhorst;GM1876;Achterhoek;ES07;FrieslandCampina Cheese Steenderen;Industrie;;0.0;;Optie B;MT;210530;452620;POINT(210530 452620);3.0;;;
192;Gelderland;Bronckhorst;GM1876;Achterhoek;ES07;Verwerkings industrie Vreeland;Industrie;;0.0;;Optie B;MT;221100;446300;POINT(221100 446300);3.0;;;
193;Gelderland;Berg en Dal;GM1945;Arnhem/Nij;ES08;Wienerberger Steenfabriek Erlecom;;;0.0;;Optie B;MT;194676;429274;POINT(194676 429274);3.0;;;
194;Gelderland;Montferland;GM1955;Achterhoek;ES07;Steenfabriek De Nijverheid BV;;;0.0;;Optie B;MT;218250;434896;POINT(218250 434896);3.0;;;
195;Gelderland;West Betuwe;GM1960;Fruitdelta;ES11;Sonac Vuren BV;;;0.0;;Optie B;MT;134570;427150;POINT(134570 427150);3.0;;;
196;Gelderland;West Betuwe;GM1960;Fruitdelta;ES11;Wienerberger Steenfabriek Haaften;;;0.0;;Optie B;MT;141400;425550;POINT(141400 425550);3.0;;;
197;Groningen;Groningen;GM0014;Groningen;ES01;Suiker Unie Vierverlaten;Industrie;0;30.0;;Optie B;MT;229011;581366;POINT(229011 581366);22.0;;;
198;Groningen;Groningen;GM0014;Groningen;ES01;NedCoat Groningen BV;;;0.0;;Optie B;MT;236680;579576;POINT(236680 579576);3.0;;;
199;Groningen;Groningen;GM0014;Groningen;ES01;ARCG Stainkoeln II;;;0.0;;Optie B;MT;237456;579820;POINT(237456 579820);3.0;;;
200;Groningen;Stadskanaal;GM0037;Groningen;ES01;Van Gansewinkel Stadskanaal;AVI;;0.0;;Optie B;MT;262459;555604;POINT(262459 555604);3.0;;;
201;Groningen;Veendam;GM0047;Groningen;ES01;Kisuma Chemicals BV;;;0.0;;Optie B;MT;255841;570713;POINT(255841 570713);3.0;;;
202;Groningen;Veendam;GM0047;Groningen;ES01;Nedmag Industries Mining en Manufacturing BV;;;0.0;;Optie B;MT;256065;570785;POINT(256065 570785);3.0;;;
203;Groningen;Veendam;GM0047;Groningen;ES01;Ondergrondse aardgasopslag Zuidwending;;;0.0;;Optie B;MT;258576;567374;POINT(258576 567374);3.0;;;
204;Groningen;Pekela;GM0765;Groningen;ES01;Smurfit Kappa Solid Board KM4 Oude Pekela;Industrie;;0.0;;Optie B;MT;262197;568546;POINT(262197 568546);3.0;;;
205;Groningen;Pekela;GM0765;Groningen;ES01;Steenindustrie Strating BV;;;0.0;;Optie B;MT;262250;568350;POINT(262250 568350);3.0;;;
206;Groningen;Oldambt;GM1895;Groningen;ES01;PQ Silicas BV Winschoten;;;0.0;;Optie B;MT;266100;573750;POINT(266100 573750);3.0;;;
207;Groningen;Oldambt;GM1895;Groningen;ES01;Smurfit Kappa Solid Board Nieuweschans;Industrie;;0.0;;Optie B;MT;276380;578810;POINT(276380 578810);3.0;;;
208;Groningen;Westerwolde;GM1950;Groningen;ES01;Avebe ua Ter Apelkanaal;Industrie;;18.75;;Optie B;MT;266540;549498;POINT(266540 549498);18.75;;;
209;Groningen;Midden-Groningen;GM1952;Groningen;ES01;PPG Industries Fiber Glass BV;Industrie;;0.0;;Optie B;MT;241450;577380;POINT(241450 577380);3.0;;;
210;Groningen;Midden-Groningen;GM1952;Groningen;ES01;Bayer MaterialScience BV;;;0.0;;Optie B;MT;243543;577139;POINT(243543 577139);3.0;;;
211;Groningen;Midden-Groningen;GM1952;Groningen;ES01;Avebe ua Foxhol;Industrie;;18.5;;Optie B;MT;243650;576850;POINT(243650 576850);18.5;;;
212;Groningen;Midden-Groningen;GM1952;Groningen;ES01;Sapa Aluminium BV Hoogezand;;;0.0;;Optie B;MT;245350;576300;POINT(245350 576300);3.0;;;
213;Groningen;Midden-Groningen;GM1952;Groningen;ES01;ESKA Graphic Board BV Hoogezand;;;0.0;;Optie B;MT;246200;575950;POINT(246200 575950);3.0;;;
214;Groningen;Midden-Groningen;GM1952;Groningen;ES01;ESKA Graphic Board BV Sappemeer;;;0.0;;Optie B;MT;249900;575960;POINT(249900 575960);3.0;;;
215;Groningen;Het Hogeland;GM1966;Groningen;ES01;Heiploeg BV;;;0.0;;Optie B;MT;215899;595842;POINT(215899 595842);3.0;;;
216;Groningen;Het Hogeland;GM1966;Groningen;ES01;Rixona BV;;;0.0;;Optie B;MT;230757;601513;POINT(230757 601513);3.0;;;
217;Groningen;Het Hogeland;GM1966;Groningen;ES01;FrieslandCampina Bedum;Industrie;;0.0;;Optie B;MT;235710;592080;POINT(235710 592080);3.0;;;
218;Groningen;Het Hogeland;GM1966;Groningen;ES01;Biovalue Holding BV;;;0.0;;Optie B;MT;250767;608511;POINT(250767 608511);3.0;;;
219;Groningen;Het Hogeland;GM1966;Groningen;ES01;Theo Pouw Secundaire Bouwstoffen BV;;;0.0;;Optie B;MT;251393;607100;POINT(251393 607100);3.0;;;
220;Groningen;Het Hogeland;GM1966;Groningen;ES01;Nuon Power Generation BV Eemshaven;STEG;;437.58;;Optie B;MT;252795;607838;POINT(252795 607838);437.58;;;
221;Groningen;Het Hogeland;GM1966;Groningen;ES01;Gasunie Spijk;;;0.0;;Optie B;MT;253587;603833;POINT(253587 603833);3.0;;;
222;Groningen;Het Hogeland;GM1966;Groningen;ES01;Eemscentrale;STEG;;1625.25;;Optie B;MT;254265;606627;POINT(254265 606627);1625.25;;;
223;Groningen;Westerkwartier;GM1969;Groningen;ES01;FrieslandCampina Cheese Marum;Industrie;;0.0;;Optie B;MT;213000;573000;POINT(213000 573000);3.0;;;
262;Limburg;Mook en Middelaar;GM0944;Noord- en;ES29;NedCoat Mook BV;;;0.0;;Optie B;MT;189010;419400;POINT(189010 419400);3.0;;;
224;Groningen;Westerkwartier;GM1969;Groningen;ES01;FrieslandCampina Butter Noordwijk;Industrie;80;0.0;;Optie B;MT;213196;576375;POINT(213196 576375);3.0;;;
225;Groningen;Westerkwartier;GM1969;Groningen;ES01;LPF Flexible Packaging BV;;;0.0;;Optie B;MT;213703;581176;POINT(213703 581176);3.0;;;
226;Groningen;Westerkwartier;GM1969;Groningen;ES01;Schur Verpakkingen BV;;;0.0;;Optie B;MT;222100;575550;POINT(222100 575550);3.0;;;
227;Groningen;Eemsdelta;GM1979;Groningen;ES01;Contitank BV;;;0.0;;Optie B;MT;258399;594113;POINT(258399 594113);3.0;;;
228;Groningen;Eemsdelta;GM1979;Groningen;ES01;Lubrizol Advanced Materials Resins BV;;;0.0;;Optie B;MT;258707;593694;POINT(258707 593694);3.0;;;
229;Groningen;Eemsdelta;GM1979;Groningen;ES01;Teijin Aramid BV;;;0.0;;Optie B;MT;258810;593450;POINT(258810 593450);3.0;;;
230;Groningen;Eemsdelta;GM1979;Groningen;ES01;Delesto BV;Industrie;;117.0;;Optie B;MT;259432;593623;POINT(259432 593623);117.0;;;
231;Groningen;Eemsdelta;GM1979;Groningen;ES01;Dow Benelux BV Delfzijl;;;0.0;;Optie B;MT;259700;592600;POINT(259700 592600);3.0;;;
232;Groningen;Eemsdelta;GM1979;Groningen;ES01;Delamine BV;;;0.0;;Optie B;MT;259936;593060;POINT(259936 593060);3.0;;;
233;Groningen;Eemsdelta;GM1979;Groningen;ES01;BioMethanol Chemie Nederland BioMCN;Raffinaderij;;0.0;;Optie B;MT;259983;593070;POINT(259983 593070);3.0;;;
234;Groningen;Eemsdelta;GM1979;Groningen;ES01;ESD SIC BV;;;0.0;;Optie B;MT;260222;591232;POINT(260222 591232);3.0;;;
235;Groningen;Eemsdelta;GM1979;Groningen;ES01;FMC Chemicals Netherlands BV;;;0.0;;Optie B;MT;260264;592833;POINT(260264 592833);3.0;;;
236;Groningen;Eemsdelta;GM1979;Groningen;ES01;KBM Master Alloys BV Delfzijl;;;0.0;;Optie B;MT;260800;592000;POINT(260800 592000);3.0;;;
237;Groningen;Eemsdelta;GM1979;Groningen;ES01;RMD BV;;;0.0;;Optie B;MT;260884;592191;POINT(260884 592191);3.0;;;
238;Groningen;Eemsdelta;GM1979;Groningen;ES01;Klesch Aluminium Delfzijl;;;0.0;;Optie B;MT;261063;592961;POINT(261063 592961);3.0;;;
239;Groningen;Eemsdelta;GM1979;Groningen;ES01;Eneco Bio Golden Raand CV;BMC;;41.91;;Optie B;MT;261424;592709;POINT(261424 592709);41.91;;;
240;Groningen;Eemsdelta;GM1979;Groningen;ES01;PPG Industries Chemicals BV;Industrie;;0.0;;Optie B;MT;261590;591898;POINT(261590 591898);3.0;;;
241;Groningen;Eemsdelta;GM1979;Groningen;ES01;Zeolyst CV;;;0.0;;Optie B;MT;261647;592403;POINT(261647 592403);3.0;;;
242;Groningen;Eemsdelta;GM1979;Groningen;ES01;EON Energy from Waste Delfzijl BV;STEG;;0.0;;Optie B;MT;261673;592659;POINT(261673 592659);10.0;;;
243;Limburg;Landgraaf;GM0882;Zuid-Limbu;ES30;Simrax BV;;;0.0;;Optie B;MT;201062;322187;POINT(201062 322187);3.0;;;
244;Limburg;Beek (L.);GM0888;Zuid-Limbu;ES30;Vliegveld Luchthaven Maastricht;Industrie;;0.0;;Optie B;MT;181785;324715;POINT(181785 324715);3.0;;;
245;Limburg;Beek (L.);GM0888;Zuid-Limbu;ES30;Kleiwarenfabriek Facade Beek BV;;;0.0;;Optie B;MT;182980;328250;POINT(182980 328250);3.0;;;
246;Limburg;Bergen (L.);GM0893;Noord- en;ES29;Wienerberger Steenfabriek Nuance;;;0.0;;Optie B;MT;199240;403900;POINT(199240 403900);3.0;;;
247;Limburg;Bergen (L.);GM0893;Noord- en;ES29;Ecofuels;;;0.0;;Optie B;MT;207186;397108;POINT(207186 397108);3.0;;;
248;Limburg;Gennep;GM0907;Noord- en;ES29;Brabant Alucast The Netherlands Heijen;;;0.0;;Optie B;MT;196693;408187;POINT(196693 408187);3.0;;;
249;Limburg;Heerlen;GM0917;Zuid-Limbu;ES30;Gore Heerlen B.V.;Kunststofproductiebedrijf;;;;Optie B;MT;197673;318185;POINT(197673 318185);3.0;;;
250;Limburg;Heerlen;GM0917;Zuid-Limbu;ES30;Moxba Metrex B.V;Afvalverwerking en recycling;;;;Optie B;MT;197972;317553;POINT(197972 317553);3.0;;;
251;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Steenfabriek Linssen BV;;;0.0;;Optie B;MT;199520;318420;POINT(199520 318420);3.0;;;
252;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Tredegar Film Products BV;;;0.0;;Optie B;MT;200774;321720;POINT(200774 321720);3.0;;;
253;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Jindal Film Products BV;;;0.0;;Optie B;MT;200841;321722;POINT(200841 321722);3.0;;;
254;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;E max Remelt;;;0.0;;Optie B;MT;200842;321125;POINT(200842 321125);3.0;;;
255;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Slachthuis Kerkrade BV;;;0.0;;Optie B;MT;201849;319516;POINT(201849 319516);3.0;;;
256;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Steenfabriek Nievelsteen BV;;;0.0;;Optie B;MT;203250;322800;POINT(203250 322800);3.0;;;
257;Limburg;Kerkrade;GM0928;Zuid-Limbu;ES30;Nievelsteen BV;;;0.0;;Optie B;MT;203278;322689;POINT(203278 322689);3.0;;;
258;Limburg;Maastricht;GM0935;Zuid-Limbu;ES30;Sappi Maastricht BV;Industrie;70;5.5;;Optie B;MT;176620;318700;POINT(176620 318700);5.5;;;
259;Limburg;Maastricht;GM0935;Zuid-Limbu;ES30;O I Manufacturing Netherlands BV Maastricht;Industrie;70;4.0;;Optie B;MT;177322;318844;POINT(177322 318844);4.0;;;
260;Limburg;Maastricht;GM0935;Zuid-Limbu;ES30;Koninklijke Mosa BV Wandtegelfabriek;Industrie;70;2.0;;Optie B;MT;177450;318650;POINT(177450 318650);2.0;;;
261;Limburg;Meerssen;GM0938;Zuid-Limbu;ES30;Meerssen Papier BV;;;0.0;;Optie B;MT;179470;321660;POINT(179470 321660);3.0;;;
263;Limburg;Nederweert;GM0946;Noord- en;ES29;Verzinkerij van Aert BV;;;0.0;;Optie B;MT;180687;367964;POINT(180687 367964);3.0;;;
264;Limburg;Nederweert;GM0946;Noord- en;ES29;Global Food Group BV eierverwerking;;;0.0;;Optie B;MT;182020;367682;POINT(182020 367682);3.0;;;
265;Limburg;Roermond;GM0957;Noord- en;ES29;Solvay Chemie BV;;;0.0;;Optie B;MT;194887;353181;POINT(194887 353181);3.0;;;
266;Limburg;Roermond;GM0957;Noord- en;ES29;Smurfit Kappa Roermond Papier BV;Industrie;;15.5;;Optie B;MT;198000;357600;POINT(198000 357600);15.5;;;
267;Limburg;Roermond;GM0957;Noord- en;ES29;Van Houtum Papier BV;;;0.0;;Optie B;MT;199937;360577;POINT(199937 360577);3.0;;;
268;Limburg;Roermond;GM0957;Noord- en;ES29;Rockwool BV;;;0.0;;Optie B;MT;200915;353671;POINT(200915 353671);3.0;;;
269;Limburg;Venlo;GM0983;Noord- en;ES29;MGG Netherlands BV;;;0.0;;Optie B;MT;207290;372300;POINT(207290 372300);3.0;;;
270;Limburg;Venlo;GM0983;Noord- en;ES29;Monier BV Tegelen;;;0.0;;Optie B;MT;207490;372282;POINT(207490 372282);3.0;;;
271;Limburg;Venlo;GM0983;Noord- en;ES29;DSM Pharma Chemicals Venlo BV;Industrie;;0.0;;Optie B;MT;207644;378310;POINT(207644 378310);3.0;;;
272;Limburg;Venlo;GM0983;Noord- en;ES29;Wienerberger Dakpanfabriek Narvik Janssen Dings;;;0.0;;Optie B;MT;208132;372710;POINT(208132 372710);3.0;;;
273;Limburg;Venlo;GM0983;Noord- en;ES29;Wienerberger Dakpanfabriek Narvik Tegelen;;;0.0;;Optie B;MT;208516;372291;POINT(208516 372291);3.0;;;
274;Limburg;Weert;GM0988;Noord- en;ES29;Componenta BV Weert;;;0.0;;Optie B;MT;173350;361000;POINT(173350 361000);3.0;;;
275;Limburg;Weert;GM0988;Noord- en;ES29;Trespa International BV;;;0.0;;Optie B;MT;173461;361310;POINT(173461 361310);3.0;;;
276;Limburg;Weert;GM0988;Noord- en;ES29;Verzinkerij Weert BV en Electrocoat BV Weert Groep;;;0.0;;Optie B;MT;177957;356809;POINT(177957 356809);3.0;;;
277;Limburg;Maasgouw;GM1641;Noord- en;ES29;Wienerberger Steenfabriek Thorn;;;0.0;;Optie B;MT;188170;352040;POINT(188170 352040);3.0;;;
278;Limburg;Roerdalen;GM1669;Noord- en;ES29;Akzo Nobel Functional Chemicals BV;Industrie;;0.0;;Optie B;MT;202300;352150;POINT(202300 352150);3.0;;;
279;Limburg;Echt-Susteren;GM1711;Noord- en;ES29;Smile plastics;Industrie;;0.0;;Optie B;MT;186859;342600;POINT(186859 342600);3.0;;;
280;Limburg;Echt-Susteren;GM1711;Noord- en;ES29;Enbi plastics;Industrie;;0.0;;Optie B;MT;189657;347423;POINT(189657 347423);3.0;;;
281;Limburg;Echt-Susteren;GM1711;Noord- en;ES29;SOMA bakkerij;Industrie;;0.0;;Optie B;MT;189796;347710;POINT(189796 347710);3.0;;;
282;Limburg;Sittard-Geleen;GM1883;Zuid-Limbu;ES30;Chemelot Site Permit BV;Industrie;90;200.0;;Optie B;MT;183732;332404;POINT(183732 332404);200.0;;;
283;Limburg;Sittard-Geleen;GM1883;Zuid-Limbu;ES30;Celanese Emulsions BV;;;0.0;;Optie B;MT;183891;329309;POINT(183891 329309);3.0;;;
284;Limburg;Sittard-Geleen;GM1883;Zuid-Limbu;ES30;FrieslandCampina Born;Industrie;;0.0;;Optie B;MT;185599;340870;POINT(185599 340870);3.0;;;
285;Limburg;Sittard-Geleen;GM1883;Zuid-Limbu;ES30;Netherlands Car BV NedCar;;;0.0;;Optie B;MT;186200;339300;POINT(186200 339300);3.0;;;
286;Limburg;Sittard-Geleen;GM1883;Zuid-Limbu;ES30;BES Exploitatie BV;;;0.0;;Optie B;MT;187982;336875;POINT(187982 336875);3.0;;;
287;Limburg;Peel en Maas;GM1894;Noord- en;ES29;Baksteen Helden BV;;;0.0;;Optie B;MT;195744;371754;POINT(195744 371754);3.0;;;
288;Limburg;Peel en Maas;GM1894;Noord- en;ES29;Kleiwarenfabriek Joosten Kessel BV;;;0.0;;Optie B;MT;198620;364930;POINT(198620 364930);3.0;;;
289;Limburg;Eijsden-Margraten;GM1903;Zuid-Limbu;ES30;PQ Silicas BV Eijsden;;;0.0;;Optie B;MT;177992;308935;POINT(177992 308935);3.0;;;
290;Limburg;Eijsden-Margraten;GM1903;Zuid-Limbu;ES30;Umicore Nederland BV;Industrie;;0.0;;Optie B;MT;178058;308751;POINT(178058 308751);3.0;;;
291;Limburg;Beekdaelen;GM1954;Zuid-Limbu;ES30;Caradon Stelrad BV;;;0.0;;Optie B;MT;190450;326300;POINT(190450 326300);3.0;;;
292;Noord-Brab;Bergen op Zoom;GM0748;West-Braba;ES28;SABIC Innovative Plastics BV;Industrie;;13.0;;Optie B;MT;76463;391896;POINT(76463 391896);13.0;;;
293;Noord-Brab;Bergen op Zoom;GM0748;West-Braba;ES28;Cargill BV;Industrie;;0.0;;Optie B;MT;76778;391435;POINT(76778 391435);3.0;;;
294;Noord-Brab;Bergen op Zoom;GM0748;West-Braba;ES28;Nuplex Resins BV;;;0.0;;Optie B;MT;77249;391375;POINT(77249 391375);3.0;;;
295;Noord-Brab;Bergen op Zoom;GM0748;West-Braba;ES28;Alcan Packaging Brabant BV;;;0.0;;Optie B;MT;77808;391261;POINT(77808 391261);3.0;;;
296;Noord-Brab;Breda;GM0758;West-Braba;ES28;INEOS Styrenics Netherlands BV;;;0.0;;Optie B;MT;111661;402540;POINT(111661 402540);3.0;;;
297;Noord-Brab;Breda;GM0758;West-Braba;ES28;Essent Stadsverwarming Breda;Gasturbine;;0.0;;Optie B;MT;111892;403316;POINT(111892 403316);6.0;;;
298;Noord-Brab;Breda;GM0758;West-Braba;ES28;Caligen Europe BV;;;0.0;;Optie B;MT;112150;402250;POINT(112150 402250);3.0;;;
299;Noord-Brab;Dongen;GM0766;Hart van B;ES25;Trobas Gelatine BV;;;0.0;;Optie B;MT;122730;403330;POINT(122730 403330);3.0;;;
300;Noord-Brab;Dongen;GM0766;Hart van B;ES25;Ardagh Glass Dongen BV;;;0.0;;Optie B;MT;127823;402831;POINT(127823 402831);3.0;;;
301;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Vliegveld Eindhoven;Industrie;;0.0;;Optie B;MT;155760;385730;POINT(155760 385730);3.0;;;
302;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Onbekend Eindhoven 2;Gasturbine;;0.0;;Optie B;MT;156259;383593;POINT(156259 383593);6.0;;;
303;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;AHC Benelux BV;;;0.0;;Optie B;MT;158280;382800;POINT(158280 382800);3.0;;;
304;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Phoenix 3D;Industrie;80;21.0;;Optie B;MT;158292;382374;POINT(158292 382374);21.0;;;
305;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Efte Coating BV;;;0.0;;Optie B;MT;158680;382350;POINT(158680 382350);3.0;;;
306;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Onbekend Eindhoven 1;Gasturbine;;0.0;;Optie B;MT;158936;386292;POINT(158936 386292);6.0;;;
307;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Smurfit Kappa;Industrie;80;1.4;;Optie B;MT;159448;384613;POINT(159448 384613);1.4;;;
308;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Ennatuurlijk WKC Eindhoven;BioWKK;80;34.98;;Optie B;MT;159648;384467;POINT(159648 384467);34.98;;;
309;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;Deli HTL;Industrie;80;1.8;;Optie B;MT;163616;382839;POINT(163616 382839);1.8;;;
310;Noord-Brab;Eindhoven;GM0772;Metropoolr;ES26;DAF Trucks NV;Industrie;80;0.76;;Optie B;MT;164080;382500;POINT(164080 382500);0.76;;;
311;Noord-Brab;Etten-Leur;GM0777;West-Braba;ES28;Saint Gobain Construction Products;;;0.0;;Optie B;MT;100624;397751;POINT(100624 397751);3.0;;;
312;Noord-Brab;Etten-Leur;GM0777;West-Braba;ES28;Schut Flexible Packaging;;;0.0;;Optie B;MT;101980;397880;POINT(101980 397880);3.0;;;
313;Noord-Brab;Etten-Leur;GM0777;West-Braba;ES28;Synbra Technology BV;;;0.0;;Optie B;MT;103026;404397;POINT(103026 404397);3.0;;;
314;Noord-Brab;Geertruidenberg;GM0779;West-Braba;ES28;Essent Stadsverwarming Geertruidenberg;Gasturbine;;0.0;;Optie B;MT;117298;413275;POINT(117298 413275);6.0;;;
315;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Nedschroef Helmond BV;;;0.0;;Optie B;MT;173329;388200;POINT(173329 388200);3.0;;;
316;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Vlisco Helmond BV;;;0.0;;Optie B;MT;173650;387400;POINT(173650 387400);3.0;;;
317;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Salzgitter Mannesmann Seamless Tubes BV;;;0.0;;Optie B;MT;174950;386900;POINT(174950 386900);3.0;;;
318;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Ennatuurlijk Helmond 1 2;STEG;;40.26;;Optie B;MT;175950;386100;POINT(175950 386100);40.26;;;
319;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Fokker Landing Gear;;;0.0;;Optie B;MT;176012;385145;POINT(176012 385145);3.0;;;
320;Noord-Brab;Helmond;GM0794;Metropoolr;ES26;Van Rooi Meat BV Helmond;;;0.0;;Optie B;MT;176659;384365;POINT(176659 384365);3.0;;;
321;Noord-Brab;'s-Hertogenbosch;GM0796;Noordoost-;ES27;Heineken Nederland BV Den Bosch;;;0.0;;Optie B;MT;147500;412600;POINT(147500 412600);3.0;;;
322;Noord-Brab;'s-Hertogenbosch;GM0796;Noordoost-;ES27;GTO Plating;;;0.0;;Optie B;MT;147600;412130;POINT(147600 412130);3.0;;;
323;Noord-Brab;'s-Hertogenbosch;GM0796;Noordoost-;ES27;Vitelco BV;;;0.0;;Optie B;MT;147821;412803;POINT(147821 412803);3.0;;;
324;Noord-Brab;'s-Hertogenbosch;GM0796;Noordoost-;ES27;Onbekend Den Bosch;Gasturbine;;0.0;;Optie B;MT;148142;411044;POINT(148142 411044);6.0;;;
325;Noord-Brab;'s-Hertogenbosch;GM0796;Noordoost-;ES27;FrieslandCampina Den Bosch;Industrie;;0.0;;Optie B;MT;151000;410600;POINT(151000 410600);3.0;;;
326;Noord-Brab;Heusden;GM0797;Hart van B;ES25;LDM BV Outokumpu Copper;;;0.0;;Optie B;MT;138620;411680;POINT(138620 411680);3.0;;;
